"gene","distance","Z","FC","p.value","p.adj","target_gene","perturbation","significant","direction","minus_log10_fdr"
"CNKSR3",1.47085003205304e-11,-1.05821036858402,2.42264876992284e-10,0.999987581038255,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"LGALS9C",1.44315694408534e-11,-1.06088976459478,2.33228056834305e-10,0.999987814861821,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"JPH1",1.43026765588322e-11,-1.06215191578901,2.29080594915033e-10,0.99998792369112,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"POPDC3",1.37148095642418e-11,-1.06803521927195,2.10636306263071e-10,0.999988420050201,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"APLN",1.27860279891368e-11,-1.07778692960036,1.83073282568706e-10,0.999989204256789,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"AP005482.1",1.23657659660033e-11,-1.08240056345177,1.71236251689097e-10,0.999989559100443,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"CTSW",1.20439223716664e-11,-1.08602561027194,1.62438721389739e-10,0.99998983084557,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"KRT75",1.18459373205933e-11,-1.0882970897494,1.571420910226e-10,0.999989998012087,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"KCNN3",1.02964123391003e-11,-1.10729622474181,1.18720446105128e-10,0.999991306336596,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"MIR3945HG",9.61222280172215e-12,-1.11647742914605,1.0346687316034e-10,0.999991884024567,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"TGM1",9.28848003742564e-12,-1.12101869719712,9.66146469488631e-11,0.999992157373237,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"KLHDC7B",8.87249117947734e-12,-1.12705762382034,8.81545676150428e-11,0.99999250860889,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"SLC47A2",8.81902472585156e-12,-1.12785132539461,8.70953136628895e-11,0.999992553752706,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"SAPCD2",8.57099547867173e-12,-1.13158817009201,8.22652078071774e-11,0.999992763173495,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"IGHG2",8.39586798223334e-12,-1.13428294891318,7.89377728782534e-11,0.999992911040485,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"SYT8",7.87683211202155e-12,-1.14256302813441,6.94795256843342e-11,0.999993349282759,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"FAM30A",6.89683464194272e-12,-1.15956340854893,5.32663936246443e-11,0.999994176732929,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"ITIH3",6.61371630251827e-12,-1.1648605523292,4.89829334949325e-11,0.999994415780809,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"CSAG1",6.40233689189717e-12,-1.16894382265871,4.59019053572769e-11,0.999994594256708,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"SLURP2",6.36745441001481e-12,-1.16962874232002,4.54030842247887e-11,0.999994623709351,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"AC022819.1",5.79171822165383e-12,-1.18142566766688,3.75637131926987e-11,0.999995109825919,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"DDN",5.36067837767392e-12,-1.19093558340341,3.21805283897686e-11,0.999995473769708,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"ADPRHL1",4.20455970134729e-12,-1.22013541679641,1.97967871675218e-11,0.999996449925897,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"LMOD3",4.0677881057182e-12,-1.22403315124692,1.85297820573068e-11,0.999996565407501,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"NUP210",4.02154199618338e-12,-1.22537653134977,1.81108520892403e-11,0.999996604454899,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"NPR3",3.85437743684327e-12,-1.23034562250452,1.66365070264889e-11,0.99999674559847,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"PODXL",3.69064339041137e-12,-1.23539531910348,1.52530900369111e-11,0.999996883845526,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"WFDC5",3.4810740594231e-12,-1.24214686258732,1.35700107897927e-11,0.999997060793104,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
